decision,p15,S,origin_close,direction,m1_pos,source_m5
2024-05-28 15:30:00,0.7631339063637128,10.982847024275944,2354.42,1,851263,2024-05-28 15:25:00
2024-05-28 16:10:00,0.7623091003101374,11.25621509397055,2353.72,-1,851303,2024-05-28 16:05:00
2024-05-29 16:05:00,0.8347538291975238,11.150145670531726,2340.11,-1,852677,2024-05-29 16:00:00
2024-05-29 16:40:00,0.7523406003675788,11.150145670531726,2346.61,1,852712,2024-05-29 16:35:00
2024-05-29 17:05:00,0.7670008652853315,11.150145670531726,2343.81,-1,852737,2024-05-29 17:00:00
2024-05-30 08:50:00,0.7652419266164953,10.64381899458707,2324.04,-1,853621,2024-05-30 08:45:00
2024-05-30 09:00:00,0.7623453729973104,10.64381899458707,2324.94,-1,853631,2024-05-30 08:55:00
2024-05-30 15:25:00,0.7630392828379978,10.960689066402272,2339.57,1,854016,2024-05-30 15:20:00
2024-05-30 16:35:00,0.7763707050901374,11.2213541330878,2345.39,1,854086,2024-05-30 16:30:00
2024-05-31 15:35:00,0.8439648635708331,10.471287763537122,2349.19,1,855405,2024-05-31 15:30:00
2024-05-31 16:45:00,0.7601322415283067,10.854052923284465,2352.93,-1,855475,2024-05-31 16:40:00
2024-06-03 16:35:00,0.7696410375106248,11.918991590794713,2333.86,1,856843,2024-06-03 16:30:00
2024-06-03 16:55:00,0.7872173884495638,11.918991590794713,2333.78,1,856863,2024-06-03 16:50:00
2024-06-03 17:05:00,0.9341016199623228,11.918991590794713,2339.62,1,856873,2024-06-03 17:00:00
2024-06-04 16:45:00,0.8173829615919639,11.977791281079233,2326.89,-1,858232,2024-06-04 16:40:00
2024-06-05 16:05:00,0.751025769033586,12.024847543810745,2341.27,1,859571,2024-06-05 16:00:00
2024-06-05 16:50:00,0.7950518709012585,12.024847543810745,2339.93,-1,859616,2024-06-05 16:45:00
2024-06-05 17:00:00,0.8180775144920787,12.024847543810745,2344.52,1,859626,2024-06-05 16:55:00
2024-06-06 04:15:00,0.7763192969107379,11.631475967110834,2363.61,1,860240,2024-06-06 04:10:00
2024-06-06 15:35:00,0.8444593746518766,12.144486930825156,2361.35,1,860920,2024-06-06 15:30:00
2024-06-06 16:05:00,0.815258556487841,11.987737864337664,2355.81,-1,860950,2024-06-06 16:00:00
2024-06-06 16:35:00,0.8433257049006916,11.987737864337664,2365.31,1,860980,2024-06-06 16:30:00
2024-06-07 11:05:00,0.8843146484435915,12.336964055168368,2358.26,-1,862028,2024-06-07 11:00:00
2024-06-07 15:35:00,0.9844245769090036,14.67432376551348,2320.34,-1,862298,2024-06-07 15:30:00
2024-06-07 16:35:00,0.7826095739211218,16.10330063940536,2320.74,-1,862358,2024-06-07 16:30:00
2024-06-07 16:45:00,0.8026509967263977,16.10330063940536,2316.92,-1,862368,2024-06-07 16:40:00
2024-06-07 17:25:00,0.790674689212109,16.10330063940536,2317.24,1,862408,2024-06-07 17:20:00
2024-06-11 16:15:00,0.8225065455167905,14.069274584038327,2314.63,-1,865095,2024-06-11 16:10:00
2024-06-11 16:40:00,0.7500505380187733,14.069274584038327,2310.8,-1,865120,2024-06-11 16:35:00
2024-06-12 15:35:00,0.9603344499843975,12.11170877114326,2324.91,1,866434,2024-06-12 15:30:00
2024-06-12 21:05:00,0.7955766110069087,13.7154019506286,2329.55,-1,866764,2024-06-12 21:00:00
2024-06-13 04:20:00,0.7644735521572047,13.959249641103225,2314.25,-1,867138,2024-06-13 04:15:00
2024-06-13 15:35:00,0.9069518061010371,13.617210149726771,2319.88,1,867813,2024-06-13 15:30:00
2024-06-13 17:00:00,0.7578843561158997,14.265266567603435,2310.65,-1,867898,2024-06-13 16:55:00
2024-06-13 17:10:00,0.8302256784355185,14.265266567603435,2308.21,-1,867908,2024-06-13 17:05:00
2024-06-18 15:35:00,0.885275737522359,11.29688618689468,2316.96,1,871947,2024-06-18 15:30:00
2024-06-18 16:35:00,0.7553011194706669,11.749965744973622,2317.39,1,872007,2024-06-18 16:30:00
2024-06-20 15:35:00,0.799784440294397,9.479540651884216,2339.91,1,874552,2024-06-20 15:30:00
2024-06-20 16:35:00,0.7734707792630671,9.660287748178183,2339.22,1,874612,2024-06-20 16:30:00
2024-06-20 18:15:00,0.8879834101661243,9.660287748178183,2357.57,-1,874712,2024-06-20 18:10:00
2024-06-21 16:25:00,0.8065082241554269,10.228092386502428,2357.14,-1,875981,2024-06-21 16:20:00
2024-06-21 18:15:00,0.7650052738344095,10.228092386502428,2330.82,-1,876091,2024-06-21 18:10:00
2024-06-24 16:40:00,0.78129721055242,11.246752614503928,2332.05,1,877374,2024-06-24 16:35:00
2024-06-24 16:50:00,0.7653000928961617,11.246752614503928,2329.73,1,877384,2024-06-24 16:45:00
2024-06-24 17:05:00,0.7596274781996802,11.246752614503928,2328.96,-1,877399,2024-06-24 17:00:00
2024-06-25 16:40:00,0.8194955214669927,10.11310690465669,2321.13,-1,878753,2024-06-25 16:35:00
2024-06-25 17:10:00,0.7665060536198139,10.11310690465669,2321.26,1,878783,2024-06-25 17:05:00
2024-06-25 17:25:00,0.8103547588867833,10.11310690465669,2326.07,1,878798,2024-06-25 17:20:00
2024-06-26 04:40:00,0.7774252672098209,9.57368289705934,2313.97,-1,879412,2024-06-26 04:35:00
2024-06-26 16:10:00,0.813918799546561,9.921224972609101,2306.04,-1,880102,2024-06-26 16:05:00
2024-06-26 18:15:00,0.7711182536557408,9.921224972609101,2301.57,1,880227,2024-06-26 18:10:00
2024-06-27 15:35:00,0.8664652759837448,9.504319189465235,2318.42,1,881446,2024-06-27 15:30:00
2024-06-27 16:40:00,0.7678929660341853,10.129724961646305,2321.35,-1,881511,2024-06-27 16:35:00
2024-06-27 17:05:00,0.8987469369285529,10.129724961646305,2328.89,1,881536,2024-06-27 17:00:00
2024-06-28 04:20:00,0.7992505450427109,9.708037806391033,2322.02,-1,882150,2024-06-28 04:15:00
2024-06-28 15:35:00,0.8965561985434827,9.553665251429019,2336.89,1,882825,2024-06-28 15:30:00
2024-06-28 16:25:00,0.773025172704216,9.73340344775553,2332.77,-1,882875,2024-06-28 16:20:00
2024-06-28 16:35:00,0.7591250429785309,9.73340344775553,2327.79,-1,882885,2024-06-28 16:30:00
2024-06-28 17:05:00,0.7556532936098042,9.73340344775553,2329.9,1,882915,2024-06-28 17:00:00
2024-06-28 17:15:00,0.7548085391314614,9.73340344775553,2332.43,1,882925,2024-06-28 17:10:00
2024-06-28 17:55:00,0.77829479100073,9.73340344775553,2325.96,-1,882965,2024-06-28 17:50:00
2024-07-01 16:40:00,0.8142180095253804,9.928139756853227,2330.77,1,884268,2024-07-01 16:35:00
2024-07-01 17:00:00,0.816756906042176,9.928139756853227,2326.73,-1,884288,2024-07-01 16:55:00
2024-07-01 17:45:00,0.7933986732537317,9.928139756853227,2322.5,-1,884333,2024-07-01 17:40:00
2024-07-02 16:45:00,0.8120502143399975,9.688465438193939,2333.4,1,885651,2024-07-02 16:40:00
2024-07-02 17:45:00,0.7593480858288237,9.688465438193939,2323.42,-1,885711,2024-07-02 17:40:00
2024-07-03 15:35:00,0.8141632633116477,9.911588991832561,2352.32,1,886960,2024-07-03 15:30:00
2024-07-03 16:05:00,0.8521077129150204,10.201475492415968,2348.55,-1,886990,2024-07-03 16:00:00
2024-07-03 16:35:00,0.7818004189745708,10.201475492415968,2351.51,1,887020,2024-07-03 16:30:00
2024-07-03 17:05:00,0.9221139827352672,10.201475492415968,2359.71,1,887050,2024-07-03 17:00:00
2024-07-03 18:00:00,0.7661190414607595,10.201475492415968,2362.46,1,887105,2024-07-03 17:55:00
2024-07-05 15:35:00,0.9751308096746879,8.07352306299836,2370.25,1,889564,2024-07-05 15:30:00
2024-07-05 17:55:00,0.7639920781913192,9.248985701355602,2383.08,1,889704,2024-07-05 17:50:00
2024-07-08 16:40:00,0.7710446936668706,9.907271124565307,2374.14,-1,891007,2024-07-08 16:35:00
2024-07-08 18:50:00,0.9487831358348138,9.907271124565307,2354.42,-1,891137,2024-07-08 18:45:00
2024-07-09 16:10:00,0.8188871685361432,10.178920116656863,2359.57,1,892356,2024-07-09 16:05:00
2024-07-09 17:05:00,0.8989096274161993,10.178920116656863,2360.76,-1,892411,2024-07-09 17:00:00
2024-07-09 18:00:00,0.7785333429545136,10.178920116656863,2354.88,-1,892466,2024-07-09 17:55:00
2024-07-10 16:40:00,0.7635740756320311,9.917310345466278,2379.43,1,893765,2024-07-10 16:35:00
2024-07-10 17:20:00,0.7590656296581567,9.917310345466278,2380.97,-1,893805,2024-07-10 17:15:00
2024-07-11 15:35:00,0.9923954769277904,9.283839267305309,2399.53,1,895079,2024-07-11 15:30:00
2024-07-11 18:05:00,0.799999990980041,10.883565033926377,2415.67,1,895229,2024-07-11 18:00:00
2024-07-12 15:35:00,0.9380160153826839,11.06204762550877,2395.86,-1,896458,2024-07-12 15:30:00
2024-07-12 17:15:00,0.8026590367637308,11.479044223686723,2409.09,1,896558,2024-07-12 17:10:00
2024-07-15 18:05:00,0.7732933129281913,11.554203394510493,2432.82,1,897986,2024-07-15 18:00:00
2024-07-15 19:55:00,0.7919206088434688,11.554203394510493,2431.22,-1,898096,2024-07-15 19:50:00
2024-07-16 15:35:00,0.9276367146915443,11.729515196343002,2439.0,-1,899215,2024-07-16 15:30:00
2024-07-16 16:45:00,0.8605911471289228,11.93812125374708,2445.87,1,899285,2024-07-16 16:40:00
2024-07-16 18:10:00,0.7522914428842673,11.93812125374708,2455.85,1,899370,2024-07-16 18:05:00
2024-07-16 18:25:00,0.7560181265282162,11.93812125374708,2460.8,1,899385,2024-07-16 18:20:00
2024-07-17 04:05:00,0.7810621103447668,12.90832084347026,2471.59,1,899904,2024-07-17 04:00:00
2024-07-17 16:35:00,0.8044920726505249,13.291884436262455,2475.95,1,900654,2024-07-17 16:30:00
2024-07-17 18:00:00,0.778571712899304,13.291884436262455,2463.67,-1,900739,2024-07-17 17:55:00
2024-07-18 15:45:00,0.7939095094861836,13.08763816414513,2463.66,-1,901983,2024-07-18 15:40:00
2024-07-18 16:15:00,0.7743989383255268,12.679949723849058,2461.37,-1,902013,2024-07-18 16:10:00
2024-07-18 16:40:00,0.790971478028242,12.679949723849058,2458.84,-1,902038,2024-07-18 16:35:00
2024-07-18 17:00:00,0.7573120629552421,12.679949723849058,2465.0,1,902058,2024-07-18 16:55:00
2024-07-18 17:55:00,0.7582358320160434,12.679949723849058,2469.26,1,902113,2024-07-18 17:50:00
2024-07-19 03:15:00,0.8327926212538131,13.094446445563745,2431.01,-1,902612,2024-07-19 03:10:00
2024-07-19 04:10:00,0.7870778263165629,13.559843128023488,2429.41,-1,902667,2024-07-19 04:05:00
2024-07-19 09:20:00,0.7653578002720459,13.60199719030753,2415.09,-1,902977,2024-07-19 09:15:00
2024-07-19 16:10:00,0.8606887578881128,13.999426148785558,2398.89,-1,903387,2024-07-19 16:05:00
2024-07-19 16:35:00,0.8470891206103401,13.999426148785558,2398.81,-1,903412,2024-07-19 16:30:00
2024-07-22 15:35:00,0.7886951453953414,12.646213358014943,2389.68,-1,904730,2024-07-22 15:30:00
2024-07-22 15:50:00,0.779177983214847,12.646213358014943,2395.99,1,904745,2024-07-22 15:45:00
2024-07-22 16:40:00,0.7966808301995724,13.141483832442443,2396.97,-1,904795,2024-07-22 16:35:00
2024-07-24 16:40:00,0.8106520608508184,11.114424448275399,2423.56,1,907552,2024-07-24 16:35:00
2024-07-24 16:50:00,0.9099694377426858,11.114424448275399,2424.51,1,907562,2024-07-24 16:45:00
2024-07-24 17:40:00,0.7628612477329816,11.114424448275399,2425.4,1,907612,2024-07-24 17:35:00
2024-07-24 17:55:00,0.7934595898434688,11.114424448275399,2431.7,1,907627,2024-07-24 17:50:00
2024-07-25 04:20:00,0.7887007939545038,12.125838379322522,2392.32,-1,908191,2024-07-25 04:15:00
2024-07-25 05:40:00,0.8375194143398061,12.125838379322522,2372.09,-1,908271,2024-07-25 05:35:00
2024-07-25 15:25:00,0.8023090250113087,13.582125949517891,2374.88,1,908856,2024-07-25 15:20:00
2024-07-25 15:35:00,0.931265443784574,13.582125949517891,2364.92,-1,908866,2024-07-25 15:30:00
2024-07-25 16:35:00,0.8055859503393036,14.025545524552326,2368.62,-1,908926,2024-07-25 16:30:00
2024-07-25 17:20:00,0.8205811238906594,14.025545524552326,2364.21,-1,908971,2024-07-25 17:15:00
2024-07-26 15:35:00,0.8545045966199701,13.87148826465092,2375.05,1,910245,2024-07-26 15:30:00
2024-07-26 16:45:00,0.810645440412717,13.506381960033012,2381.77,1,910315,2024-07-26 16:40:00
2024-07-26 17:25:00,0.756641123273672,13.506381960033012,2386.32,1,910355,2024-07-26 17:20:00
2024-07-29 04:10:00,0.7581273410158655,13.566461795259674,2397.77,-1,910938,2024-07-29 04:05:00
2024-07-29 16:45:00,0.8383822956114433,13.046711575869315,2392.12,-1,911693,2024-07-29 16:40:00
2024-07-29 18:20:00,0.8303340974520445,13.046711575869315,2369.93,-1,911788,2024-07-29 18:15:00
2024-07-30 16:35:00,0.7541200432911305,12.028527890006826,2396.32,1,913062,2024-07-30 16:30:00
2024-07-30 17:05:00,0.8363730448026967,12.028527890006826,2389.41,-1,913092,2024-07-30 17:00:00
2024-07-30 20:05:00,0.7863841253662393,12.375775897863505,2405.5,1,913272,2024-07-30 20:00:00
2024-07-31 04:45:00,0.7502461596601432,11.742735340504746,2411.07,1,913731,2024-07-31 04:40:00
2024-07-31 15:35:00,0.7553722857714361,12.005164655843359,2421.54,1,914381,2024-07-31 15:30:00
2024-07-31 17:05:00,0.7655151048880352,11.567652894711667,2425.54,1,914471,2024-07-31 17:00:00
2024-07-31 17:25:00,0.7584812914583856,11.567652894711667,2422.76,-1,914491,2024-07-31 17:20:00
2024-07-31 21:15:00,0.7687100112573895,11.542106259375089,2422.29,-1,914721,2024-07-31 21:10:00
2024-07-31 21:45:00,0.7760798174236337,11.542106259375089,2432.33,1,914751,2024-07-31 21:40:00
2024-07-31 22:25:00,0.7819256613771958,11.542106259375089,2438.77,1,914791,2024-07-31 22:20:00
2024-08-01 04:15:00,0.7553708681096,12.27421407058363,2451.98,1,915080,2024-08-01 04:10:00
2024-08-01 04:25:00,0.7569499855385243,12.27421407058363,2456.87,1,915090,2024-08-01 04:20:00
2024-08-01 15:35:00,0.8283457095051858,13.096745805758337,2453.84,1,915760,2024-08-01 15:30:00
2024-08-01 16:45:00,0.7878548342339886,13.926263962489886,2451.83,1,915830,2024-08-01 16:40:00
2024-08-01 17:05:00,0.864423495498841,13.926263962489886,2459.95,1,915850,2024-08-01 17:00:00
2024-08-02 04:15:00,0.836557445890988,13.847814112824464,2437.27,-1,916459,2024-08-02 04:10:00
2024-08-02 15:35:00,0.967148529042865,14.39954380136395,2473.42,1,917139,2024-08-02 15:30:00
2024-08-05 03:20:00,0.9423790570928965,18.489018852622685,2422.58,-1,917782,2024-08-05 03:15:00
2024-08-05 03:50:00,0.7675462043131694,18.489018852622685,2425.78,1,917812,2024-08-05 03:45:00
2024-08-05 04:30:00,0.7909614476615981,19.5498032202925,2434.42,1,917852,2024-08-05 04:25:00
2024-08-05 09:05:00,0.7542115641709809,20.914817275985882,2431.4,-1,918127,2024-08-05 09:00:00
2024-08-05 15:25:00,0.9105514369190775,21.602330327701175,2369.86,-1,918507,2024-08-05 15:20:00
2024-08-05 16:20:00,0.7589220138557876,24.664306732865363,2386.94,1,918562,2024-08-05 16:15:00
2024-08-05 16:40:00,0.8432956649987362,24.664306732865363,2392.71,1,918582,2024-08-05 16:35:00
2024-08-05 16:50:00,0.7712207269428449,24.664306732865363,2395.95,1,918592,2024-08-05 16:45:00
2024-08-08 15:40:00,0.7564460424688412,17.06856172589937,2410.4,-1,922659,2024-08-08 15:35:00
2024-08-08 17:15:00,0.7517210499466935,17.394378745477997,2418.37,1,922754,2024-08-08 17:10:00
2024-08-09 16:45:00,0.8207475405582211,15.14363079319653,2422.68,-1,924103,2024-08-09 16:40:00
2024-08-12 16:45:00,0.7982786543538714,13.334718201131945,2451.95,1,925481,2024-08-12 16:40:00
2024-08-12 17:10:00,0.7692623037312291,13.334718201131945,2451.08,-1,925506,2024-08-12 17:05:00
2024-08-13 04:25:00,0.8264305744057717,13.521948209871315,2462.13,-1,926120,2024-08-13 04:20:00
2024-08-13 15:35:00,0.7527458363288769,13.105863507491103,2470.28,1,926790,2024-08-13 15:30:00
2024-08-13 15:55:00,0.786257320636577,13.105863507491103,2466.74,1,926810,2024-08-13 15:50:00
2024-08-13 16:25:00,0.8779149822035445,13.14044468552743,2464.84,-1,926840,2024-08-13 16:20:00
2024-08-14 15:35:00,0.9064806676511221,13.232927925536131,2465.63,-1,928169,2024-08-14 15:30:00
2024-08-14 17:10:00,0.7604323120953163,13.538433073712138,2453.35,-1,928264,2024-08-14 17:05:00
2024-08-14 17:20:00,0.7789640319308918,13.538433073712138,2456.49,-1,928274,2024-08-14 17:15:00
2024-08-14 17:35:00,0.8028129166987888,13.538433073712138,2449.92,-1,928289,2024-08-14 17:30:00
2024-08-14 17:45:00,0.8354552127621081,13.538433073712138,2449.06,-1,928299,2024-08-14 17:40:00
2024-08-15 15:35:00,0.9267352569869426,13.056268316843033,2459.09,-1,929548,2024-08-15 15:30:00
2024-08-16 15:55:00,0.848935780307849,13.65464106130214,2485.91,1,930947,2024-08-16 15:50:00
2024-08-16 16:45:00,0.8341448608152439,14.905023842637691,2493.98,1,930997,2024-08-16 16:40:00
2024-08-16 17:05:00,0.8682789676992331,14.905023842637691,2485.71,-1,931017,2024-08-16 17:00:00
2024-08-19 16:40:00,0.7800946156840488,14.576729184754342,2486.85,-1,932370,2024-08-19 16:35:00
2024-08-20 11:10:00,0.802272984830192,13.410178629887792,2520.55,1,933419,2024-08-20 11:05:00
2024-08-20 16:40:00,0.8745457442695804,13.945051981893048,2523.46,-1,933749,2024-08-20 16:35:00
2024-08-20 17:30:00,0.7909569302661115,13.945051981893048,2523.24,-1,933799,2024-08-20 17:25:00
2024-08-20 18:05:00,0.8277957888168271,13.945051981893048,2513.63,-1,933834,2024-08-20 18:00:00
2024-08-21 16:35:00,0.7569753255914966,13.268421508532455,2504.83,-1,935123,2024-08-21 16:30:00
2024-08-21 17:05:00,0.9270868158458543,13.268421508532455,2499.82,-1,935153,2024-08-21 17:00:00
2024-08-22 15:35:00,0.7781309070985,12.819554142558799,2500.49,1,936442,2024-08-22 15:30:00
2024-08-22 16:35:00,0.8668886683751199,12.89744313237605,2486.13,-1,936502,2024-08-22 16:30:00
2024-08-23 17:05:00,0.9483705186058723,12.160902378093516,2510.72,1,937911,2024-08-23 17:00:00
2024-08-26 16:50:00,0.7530947725395792,11.573586297575739,2518.46,-1,939274,2024-08-26 16:45:00
2024-08-26 17:05:00,0.8470010505681919,11.573586297575739,2514.59,-1,939289,2024-08-26 17:00:00
2024-08-27 16:35:00,0.7958703623498969,10.888546337173361,2508.63,-1,940637,2024-08-27 16:30:00
2024-08-27 17:05:00,0.8730073218037548,10.888546337173361,2512.29,1,940667,2024-08-27 17:00:00
2024-08-28 16:30:00,0.7958516301257542,11.434026662092505,2510.06,1,942011,2024-08-28 16:25:00
2024-08-29 15:35:00,0.8944279238014476,10.809377047971665,2510.74,-1,943335,2024-08-29 15:30:00
2024-08-29 16:55:00,0.7530676636662338,11.527278687402271,2517.02,1,943415,2024-08-29 16:50:00
2024-08-29 17:05:00,0.7861436594139327,11.527278687402271,2518.27,1,943425,2024-08-29 17:00:00
2024-08-30 15:40:00,0.8067200387421967,11.250981391090107,2521.23,1,944719,2024-08-30 15:35:00
2024-08-30 16:05:00,0.7636783555333522,11.297339863155106,2516.66,-1,944744,2024-08-30 16:00:00
2024-08-30 16:35:00,0.7734150475021174,11.297339863155106,2516.17,-1,944774,2024-08-30 16:30:00
2024-08-30 16:45:00,0.769037402353386,11.297339863155106,2518.13,1,944784,2024-08-30 16:40:00
2024-08-30 17:05:00,0.8372026727208494,11.297339863155106,2513.55,-1,944804,2024-08-30 17:00:00
2024-08-30 17:40:00,0.7940166842881913,11.297339863155106,2509.77,-1,944839,2024-08-30 17:35:00
2024-08-30 18:15:00,0.7565612709305961,11.297339863155106,2506.45,-1,944874,2024-08-30 18:10:00
2024-09-03 15:00:00,0.8798756372768137,10.132137954377935,2489.68,-1,947283,2024-09-03 14:55:00
2024-09-03 16:10:00,0.7754208100926517,10.859842386208062,2494.77,1,947353,2024-09-03 16:05:00
2024-09-03 16:35:00,0.8209365438115741,10.859842386208062,2488.86,-1,947378,2024-09-03 16:30:00
2024-09-04 17:05:00,0.9587687305942242,12.136790301332065,2492.88,1,948787,2024-09-04 17:00:00
2024-09-05 15:25:00,0.8042714412467661,11.816046144003424,2519.78,1,950066,2024-09-05 15:20:00
2024-09-05 16:05:00,0.834864929644051,11.696328562288885,2515.61,-1,950106,2024-09-05 16:00:00
2024-09-05 16:15:00,0.7657925924731951,11.696328562288885,2514.79,-1,950116,2024-09-05 16:10:00
2024-09-05 17:05:00,0.8565177219877897,11.696328562288885,2510.02,-1,950166,2024-09-05 17:00:00
2024-09-06 15:35:00,0.9601912463359822,10.421394565653296,2524.18,1,951455,2024-09-06 15:30:00
2024-09-06 19:05:00,0.8368920205763596,11.228437810963793,2497.61,-1,951665,2024-09-06 19:00:00
2024-09-06 19:45:00,0.7961091384407302,11.228437810963793,2487.61,-1,951705,2024-09-06 19:40:00
2024-09-10 16:45:00,0.7686967098539962,10.673570754097522,2510.26,-1,954282,2024-09-10 16:40:00
2024-09-10 17:05:00,0.7523261723165963,10.673570754097522,2506.18,-1,954302,2024-09-10 17:00:00
2024-09-10 17:15:00,0.8315865206205606,10.673570754097522,2503.63,-1,954312,2024-09-10 17:10:00
2024-09-11 15:35:00,0.9668747014434974,9.9862188299539,2511.27,-1,955591,2024-09-11 15:30:00
2024-09-12 15:35:00,0.860112334290319,10.117820728181755,2524.48,1,956970,2024-09-12 15:30:00
2024-09-12 17:50:00,0.8430024979082942,10.991547819025941,2553.56,1,957105,2024-09-12 17:45:00
2024-09-13 04:15:00,0.8214783947647406,11.939289562099122,2562.21,1,957669,2024-09-13 04:10:00
2024-09-13 16:30:00,0.7733288383670529,11.58103103787604,2576.97,1,958404,2024-09-13 16:25:00
2024-09-16 16:40:00,0.7741804297184949,10.913701130175825,2584.45,1,959792,2024-09-16 16:35:00
2024-09-16 17:10:00,0.7832793706807544,10.913701130175825,2582.51,-1,959822,2024-09-16 17:05:00
2024-09-17 15:35:00,0.8832108001171751,10.39801314877425,2573.51,-1,961106,2024-09-17 15:30:00
2024-09-17 16:45:00,0.798075366983812,10.611012209576097,2575.75,-1,961176,2024-09-17 16:40:00
2024-09-17 16:55:00,0.8100775396467864,10.611012209576097,2575.55,-1,961186,2024-09-17 16:50:00
2024-09-17 18:35:00,0.7718380224766624,10.611012209576097,2565.51,-1,961286,2024-09-17 18:30:00
2024-09-18 04:10:00,0.7815560375814263,10.902198915611775,2572.88,-1,961800,2024-09-18 04:05:00
2024-09-18 16:55:00,0.7916776331827844,10.578094394168774,2569.38,-1,962565,2024-09-18 16:50:00
2024-09-18 21:05:00,0.9894420313101497,10.577516223156731,2582.78,1,962815,2024-09-18 21:00:00
2024-09-19 15:45:00,0.7543982623567745,13.947298803872844,2579.34,-1,963874,2024-09-19 15:40:00
2024-09-19 16:50:00,0.7594328818478587,14.50392031788191,2573.42,-1,963939,2024-09-19 16:45:00
2024-09-20 16:15:00,0.7558389935221922,14.067388337825234,2609.58,-1,965283,2024-09-20 16:10:00
2024-09-20 16:35:00,0.855279003090308,14.067388337825234,2605.58,-1,965303,2024-09-20 16:30:00
2024-09-23 16:50:00,0.8142168931819369,13.794740554465738,2630.5,1,966696,2024-09-23 16:45:00
2024-09-25 16:50:00,0.7823298222486192,12.395380152813999,2663.87,-1,969454,2024-09-25 16:45:00
2024-09-25 17:50:00,0.7560466010868886,12.395380152813999,2660.38,-1,969514,2024-09-25 17:45:00
2024-09-26 15:15:00,0.7539977646036731,11.649509975528742,2676.95,-1,970738,2024-09-26 15:10:00
2024-09-26 15:35:00,0.900602163119738,11.649509975528742,2671.54,-1,970758,2024-09-26 15:30:00
2024-09-26 17:35:00,0.754343703542047,12.148830691562427,2667.18,1,970878,2024-09-26 17:30:00
2024-09-27 15:35:00,0.7556885328331147,11.785195703357063,2669.59,1,972137,2024-09-27 15:30:00
2024-09-27 15:45:00,0.8263600040538789,11.785195703357063,2671.71,1,972147,2024-09-27 15:40:00
2024-09-27 16:40:00,0.7887161301748623,12.084110295974435,2667.65,-1,972202,2024-09-27 16:35:00
2024-09-27 17:25:00,0.8121030660576264,12.084110295974435,2659.68,-1,972247,2024-09-27 17:20:00
2024-09-27 17:50:00,0.8300789997156404,12.084110295974435,2654.03,-1,972272,2024-09-27 17:45:00
2024-09-30 16:45:00,0.7825482525465786,13.533656992091162,2631.87,-1,973585,2024-09-30 16:40:00
2024-09-30 21:25:00,0.8159029895366275,13.520538635513216,2628.58,-1,973865,2024-09-30 21:20:00
2024-10-01 16:35:00,0.8941805992603584,12.225157861299621,2663.34,1,974954,2024-10-01 16:30:00
2024-10-01 17:50:00,0.7535236061518018,12.225157861299621,2661.66,1,975029,2024-10-01 17:45:00
2024-10-01 18:10:00,0.8512896276720026,12.225157861299621,2654.19,-1,975049,2024-10-01 18:05:00
2024-10-02 15:30:00,0.8331918483390975,12.439466159553175,2645.39,-1,976268,2024-10-02 15:25:00
2024-10-02 16:45:00,0.7842129774953732,12.40164714815651,2654.8,1,976343,2024-10-02 16:40:00
2024-10-02 17:30:00,0.7864688870142326,12.40164714815651,2654.36,-1,976388,2024-10-02 17:25:00
2024-10-02 18:10:00,0.7785420280643478,12.40164714815651,2644.27,-1,976428,2024-10-02 18:05:00
2024-10-03 15:35:00,0.7964549946802251,12.312917524283934,2647.99,-1,977652,2024-10-03 15:30:00
2024-10-03 17:05:00,0.8887230456417277,12.3591377011208,2644.64,-1,977742,2024-10-03 17:00:00
2024-10-04 15:35:00,0.9782658850864229,11.65080962259449,2641.01,-1,979030,2024-10-04 15:30:00
2024-10-04 17:25:00,0.7709454209217875,12.999323220980612,2648.77,-1,979140,2024-10-04 17:20:00
2024-10-04 18:05:00,0.7618250634966236,12.999323220980612,2663.41,1,979180,2024-10-04 18:00:00
2024-10-07 15:45:00,0.7961512778764753,13.433841845450445,2643.1,-1,980418,2024-10-07 15:40:00
2024-10-07 16:10:00,0.7571287822380193,14.032138856489695,2645.35,1,980443,2024-10-07 16:05:00
2024-10-08 15:35:00,0.7806646454450319,13.678617916721107,2643.55,-1,981787,2024-10-08 15:30:00
2024-10-08 15:45:00,0.7885370685790395,13.678617916721107,2646.52,-1,981797,2024-10-08 15:40:00
2024-10-08 16:35:00,0.7613297521249233,13.933002351241013,2637.51,-1,981847,2024-10-08 16:30:00
2024-10-08 17:25:00,0.8304741912299607,13.933002351241013,2633.37,-1,981897,2024-10-08 17:20:00
2024-10-08 18:10:00,0.8489363764538831,13.933002351241013,2615.72,-1,981942,2024-10-08 18:05:00
2024-10-08 18:35:00,0.8001468005055092,13.933002351241013,2604.73,-1,981967,2024-10-08 18:30:00
2024-10-09 16:35:00,0.8066204350174905,14.33557107449794,2610.73,-1,983226,2024-10-09 16:30:00
2024-10-10 15:35:00,0.9355241051487142,12.495435348670904,2620.64,1,984545,2024-10-10 15:30:00
2024-10-11 15:40:00,0.7602208814281846,12.90767280213321,2642.86,-1,985929,2024-10-11 15:35:00
2024-10-11 16:05:00,0.759246282795533,12.97926760198086,2646.06,-1,985954,2024-10-11 16:00:00
2024-10-14 01:05:00,0.8515585906340375,12.904674615993665,2649.6,-1,986432,2024-10-14 01:00:00
2024-10-14 16:50:00,0.7886071065196075,12.95811489242489,2660.03,1,987377,2024-10-14 16:45:00
