year,family,model,weight,n_features,auc,ap,brier,last_is_route_max,last_route_percentile,within_route_pair_auc,train_orientation
2025,MECH_SINGLE,dfirst_h4liq_same_d1_S,ROW,1,0.6196025221486152,0.34865626443728137,,0.6119402985074627,0.732086242457182,0.6684491978609626,1.0
2026,MECH_SINGLE,h4liq_same_d1_S,ROW,1,0.6537569573283859,0.38240234642096116,,0.5510204081632653,0.6528602350030921,0.5643939393939394,1.0
2026,MECH_SINGLE,h4liq_distance_ratio,ROW,1,0.6450989486703772,0.43276182551194614,,0.6122448979591837,0.6833127190270049,0.5946969696969697,1.0
2026,MECH_SINGLE,h4liq_nearest_margin_S,ROW,1,0.6098484848484849,0.41331321521913367,,0.5510204081632653,0.6571943929086786,0.5492424242424242,-1.0
2026,MECH_SINGLE,h4liq_same_active_n,ROW,1,0.5435992578849721,0.30574081042210743,,0.9591836734693877,0.8124510410224697,0.8787878787878788,-1.0
2026,MECH_SINGLE,h4liq_opp_d1_S,ROW,1,0.5286023500309215,0.3442242970528888,,0.673469387755102,0.7461760461760463,0.696969696969697,1.0
2026,MECH_SINGLE,h4liq_same_age1_h,ROW,1,0.575834879406308,0.36529802536938905,,0.9183673469387755,0.8219181612038754,0.8598484848484849,1.0
2026,MECH_SINGLE,current_liq_age_median_h,ROW,1,0.5286796536796536,0.34954475835412324,,0.42857142857142855,0.5521181199752628,0.4318181818181818,-1.0
2026,MECH_SINGLE,dprev_h4liq_same_d1_S,ROW,1,0.5760667903525046,0.3952155607165227,,0.673469387755102,0.6690270047412905,0.5681818181818182,1.0
2026,MECH_SINGLE,dfirst_h4liq_same_d1_S,ROW,1,0.5955473098330242,0.3806008343628432,,0.5510204081632653,0.6503092145949289,0.5606060606060606,1.0
